260,198,-2,4
259,199,-3,5
259,200,-3,6
258,201,-4,7
257,201,-5,7
257,202,-5,8
257,203,-5,9
256,204,-6,10
255,204,-7,10
255,205,-7,11
255,206,-7,12
254,206,-6,8
253,207,-6,8
253,208,-6,8
252,209,-6,8
252,210,-5,9
251,211,-6,9
251,212,-6,9
250,213,-6,9
250,214,-5,10
250,215,-5,10
249,216,-6,10
248,216,-6,10
248,217,-5,10
247,218,-6,10
247,219,-5,10
247,220,-5,10
246,221,-5,10
245,222,-6,10
245,224,-5,11
244,224,-6,10
244,225,-6,10
243,226,-6,10
243,227,-5,11
243,228,-5,11
242,229,-5,11
241,230,-6,11
240,231,-7,11
239,232,-7,11
238,233,-7,11
237,234,-8,10
237,235,-7,11
236,235,-8,10
236,236,-7,10
235,237,-8,10
235,238,-8,10
235,239,-7,10
235,240,-6,10
234,241,-6,10
234,242,-5,10
233,243,-5,10
233,244,-4,10
233,245,-4,10
233,246,-3,11
232,247,-4,11
231,248,-4,11
230,249,-5,11
230,250,-5,11
229,250,-6,10
229,251,-5,10
228,251,-6,9
228,252,-5,9
228,253,-5,9
227,253,-6,8
226,254,-7,8
226,255,-6,8
225,256,-6,8
225,257,-5,8
224,258,-6,8
223,258,-6,8
223,259,-6,8
222,259,-6,8
222,260,-6,8
221,260,-7,7
221,261,-6,8
220,262,-6,8
220,263,-6,8
219,263,-6,7
218,264,-7,7
217,265,-7,7
217,266,-6,8
215,267,-8,8
215,268,-7,9
214,269,-8,9
213,271,-8,11
212,272,-9,11
211,272,-9,10
211,273,-9,10
210,274,-9,11
209,275,-9,11
208,276,-9,11
207,276,-10,10
206,277,-9,10
205,278,-10,10
205,279,-9,10
204,279,-9,8
204,280,-8,8
203,281,-8,9
202,281,-9,8
201,283,-9,9
199,284,-10,9
198,285,-10,9
197,286,-10,10
196,288,-10,11
196,289,-9,11
195,290,-10,11
195,291,-9,12
194,291,-10,11
194,292,-9,11
193,292,-9,11
193,293,-8,10
192,293,-7,9
191,294,-7,9
190,295,-7,9
189,295,-7,7
188,296,-8,7
187,296,-8,6
186,297,-9,6
185,298,-9,7
183,299,-11,7
182,299,-11,7
181,299,-12,6
181,300,-11,7
180,300,-11,6
179,300,-11,5
178,301,-11,6
177,301,-11,5
176,301,-11,5
175,301,-11,4
174,302,-11,4
173,302,-10,3
172,302,-10,3
171,302,-10,3
170,302,-11,2
169,302,-11,2
168,302,-11,2
167,302,-11,1
166,302,-11,1
165,302,-11,1
164,302,-11,1
163,302,-11,0
162,301,-11,-1
161,301,-11,-1
160,301,-11,-1
159,301,-11,-1
158,301,-11,-1
157,301,-11,-1
156,301,-11,-1
155,301,-11,-1
153,301,-12,-1
151,301,-13,-1
150,301,-13,-1
149,301,-13,0
148,301,-13,0
147,301,-13,0
146,301,-13,0
145,301,-13,0
144,300,-13,-1
142,300,-14,-1
141,300,-14,-1
140,300,-13,-1
139,300,-12,-1
139,299,-11,-2
138,299,-11,-2
137,299,-11,-2
136,299,-11,-2
135,298,-11,-3
134,298,-11,-3
133,298,-11,-2
131,298,-11,-2
130,297,-11,-3
128,297,-12,-3
127,297,-12,-3
126,297,-13,-2
124,297,-14,-2
123,297,-14,-2
122,297,-14,-2
121,297,-14,-1
121,296,-13,-2
