265,199,-3,4
264,199,-4,4
264,200,-4,5
263,200,-5,5
263,201,-5,6
263,202,-5,7
262,202,-6,7
261,203,-7,8
261,204,-7,9
260,204,-8,9
259,205,-9,10
259,206,-6,7
258,207,-6,8
258,208,-6,8
258,209,-5,9
258,210,-5,9
258,211,-5,9
258,212,-4,10
258,213,-3,10
258,214,-3,10
259,215,-1,11
259,216,0,11
259,217,0,11
260,218,2,11
260,219,2,11
260,220,2,11
260,221,2,11
260,222,2,11
260,223,2,11
260,224,2,11
260,225,2,11
260,226,1,11
260,227,1,11
260,228,1,11
260,229,0,11
261,230,1,11
261,231,1,11
262,232,2,11
262,233,2,11
263,234,3,11
263,235,3,11
264,236,4,11
265,237,5,11
265,238,5,11
266,239,6,11
268,241,8,12
269,242,8,12
270,243,9,12
271,244,9,12
272,245,10,12
274,246,11,12
274,247,11,12
275,248,11,12
276,249,11,12
277,250,12,12
278,251,12,12
278,252,10,11
279,252,10,10
279,254,9,11
280,255,9,11
281,256,9,11
281,257,7,11
282,257,8,10
283,258,8,10
283,259,7,10
283,260,6,10
283,261,5,10
283,262,5,10
283,263,4,11
283,264,4,10
284,264,4,9
284,265,3,9
284,266,3,9
284,267,2,10
284,268,1,10
284,269,1,10
284,270,1,10
284,271,1,10
284,272,1,10
284,273,1,10
285,274,2,10
285,275,1,11
285,276,1,11
285,277,1,11
285,278,1,11
285,279,1,11
285,280,1,11
285,281,1,11
285,282,1,11
285,283,1,11
284,284,0,11
284,285,-1,11
284,286,-1,11
284,287,-1,11
284,288,-1,11
284,289,-1,11
284,290,-1,11
283,291,-2,11
283,292,-2,11
283,293,-2,11
283,294,-2,11
282,294,-2,10
282,295,-2,10
282,296,-2,10
283,296,-1,9
284,296,0,8
285,296,1,7
285,297,1,7
285,298,2,7
286,298,3,6
286,299,3,6
287,299,4,5
288,299,6,5
289,299,7,4
290,299,8,3
291,300,8,4
292,300,8,4
293,300,8,4
294,301,9,4
295,301,10,3
296,301,10,3
297,301,11,2
298,301,11,2
299,302,11,3
300,302,11,3
301,302,11,3
302,302,11,2
303,302,11,2
304,302,11,2
305,302,11,1
306,302,11,1
307,302,11,1
308,302,11,1
309,302,11,1
309,301,10,-1
310,301,10,-1
311,301,10,-1
312,301,10,-1
313,300,10,-2
314,299,10,-3
315,298,10,-4
315,297,9,-5
316,296,9,-6
317,295,9,-7
318,294,9,-8
318,293,9,-8
319,293,9,-8
320,292,9,-9
321,291,9,-10
321,290,8,-10
321,289,7,-10
322,288,7,-10
323,286,8,-11
323,285,7,-11
324,285,7,-10
325,284,7,-10
325,283,7,-10
326,282,7,-11
326,281,6,-11
326,280,5,-11
327,279,6,-11
328,278,7,-11
329,277,7,-11
329,276,6,-10
329,275,6,-10
330,274,6,-11
330,272,5,-12
330,271,5,-12
330,270,4,-12
331,270,5,-11
331,269,5,-11
332,268,5,-11
333,267,5,-11
333,266,4,-11
333,265,4,-11
334,264,5,-11
334,263,4,-11
334,262,4,-10
334,261,4,-10
334,260,4,-10
334,259,3,-11
334,258,3,-11
334,257,2,-11
334,256,1,-11
334,255,1,-11
334,254,1,-11
334,252,0,-12
334,251,0,-12
335,249,1,-13
335,248,1,-13
335,247,1,-13
335,246,1,-13
335,245,1,-13
335,244,1,-13
336,243,2,-13
336,242,2,-13
336,241,2,-13
336,240,2,-12
336,239,2,-12
336,238,1,-11
336,237,1,-11
336,236,1,-11
336,235,1,-11
336,234,1,-11
336,233,1,-11
336,232,0,-11
336,231,0,-11
336,230,0,-11
337,230,1,-10
337,229,1,-10
337,228,1,-10
338,228,2,-9
338,227,2,-9
338,226,2,-9
338,225,2,-9
339,224,3,-9
339,223,3,-9
340,223,4,-8
341,223,5,-7
342,222,5,-8
343,221,6,-8
344,221,7,-7
345,220,7,-8
345,219,7,-8
346,219,8,-7
346,218,8,-7
347,217,8,-7
