257,201,-3,4
257,203,-3,6
256,204,-4,7
256,205,-4,8
254,207,-6,10
252,209,-8,12
250,211,-10,14
249,212,-11,15
248,213,-12,16
247,214,-13,17
246,215,-14,18
246,217,-11,16
245,218,-12,15
244,219,-12,15
242,221,-14,16
241,221,-13,14
240,223,-12,14
239,223,-11,12
238,224,-11,12
237,225,-11,12
236,226,-11,12
236,227,-10,12
235,228,-11,11
234,228,-11,10
234,230,-10,11
233,230,-9,9
232,231,-9,10
231,233,-9,10
230,234,-9,11
229,235,-9,11
228,236,-9,11
227,236,-9,10
226,237,-10,10
225,238,-10,10
224,239,-10,11
223,240,-11,10
222,241,-11,11
221,241,-11,10
220,242,-11,9
220,243,-10,9
219,243,-10,8
219,244,-9,8
218,244,-9,8
217,244,-9,7
217,245,-8,7
216,245,-8,6
215,246,-8,6
214,246,-8,5
213,246,-8,5
212,247,-8,5
211,247,-9,4
210,247,-9,4
210,248,-9,4
209,248,-9,4
208,249,-9,5
207,249,-10,4
205,250,-11,5
204,250,-11,4
203,251,-11,5
202,251,-11,5
201,251,-11,4
200,251,-11,4
199,251,-11,4
198,252,-12,4
197,253,-12,5
196,254,-12,5
195,254,-12,5
194,254,-11,4
193,254,-11,4
192,254,-11,3
192,255,-10,4
191,255,-10,4
190,255,-10,4
189,255,-10,4
188,255,-10,3
187,255,-10,2
186,255,-10,1
185,256,-10,2
184,256,-10,2
183,256,-10,2
182,256,-10,2
181,256,-11,1
180,256,-11,1
178,256,-12,1
176,256,-13,1
175,256,-13,1
174,256,-13,1
173,256,-13,1
172,255,-13,-1
171,255,-13,-1
170,254,-13,-2
169,254,-13,-2
168,254,-13,-2
167,254,-13,-2
166,254,-12,-2
165,254,-11,-2
164,254,-11,-2
163,253,-11,-3
162,253,-11,-3
161,253,-11,-2
160,253,-11,-2
